Job ID,Agency,# Of Positions,Civil Service Title,Salary Range From,Salary Range To,Salary Frequency,Salary Range
272818,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY ASSOCIATE,35683,56249,Annual,20566
272828,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
272871,POLICE DEPARTMENT,1,BOOKBINDER,34447,55364,Annual,20917
272863,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
272507,DEPT OF HEALTH/MENTAL HYGIENE,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
272524,TAX COMMISSION,2,PRINCIPAL ADMINISTRATIVE ASSOC,42856,62779,Annual,19923
272553,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,60000,65000,Annual,5000
272586,DEPT OF ENVIRONMENT PROTECTION,1,WATERSHED MAINTAINER,38197,55870,Annual,17673
272938,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST,76516,76516,Annual,0
272951,DEPT OF INFO TECH & TELECOMM,1,SENIOR IT ARCHITECT,100000,150000,Annual,50000
272602,POLICE DEPARTMENT,1,ADMINISTRATIVE PSYCHOLOGIST,75338,194395,Annual,119057
272608,DEPARTMENT OF SANITATION,1,CERT IT DEVELOPER (APP),92065,138961,Annual,46896
272957,DEPT OF INFO TECH & TELECOMM,1,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
272609,DEPT OF DESIGN & CONSTRUCTION,3,ESTIMATOR (GENERAL CONSTRUCTIO,53134,79726,Annual,26592
272617,ADMIN FOR CHILDREN'S SVCS,4,CHILD WELFARE SPECIALIST SUPER,75520,76674,Annual,1154
272993,DEPT OF ENVIRONMENT PROTECTION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
272995,DEPARTMENT OF INVESTIGATION,1,PROCUREMENT ANALYST,37411,63456,Annual,26045
273025,DEPARTMENT OF BUILDINGS,20,ASSISTANT PLAN EXAMINER (BLDGS,55538,65000,Annual,9462
273052,DEPT OF INFO TECH & TELECOMM,2,CERT IT DEVELOPER (APP),79471,105000,Annual,25529
272660,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,60000,80000,Annual,20000
273053,CIVILIAN COMPLAINT REVIEW BD,4,EXECUTIVE AGENCY COUNSEL,70000,90000,Annual,20000
273054,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,60000,Annual,9773
272661,OFFICE OF THE COMPTROLLER,1,EXECUTIVE AGENCY COUNSEL,90000,100000,Annual,10000
272692,HRA/DEPT OF SOCIAL SERVICES,1,ADMINISTRATIVE STAFF ANALYST (,58675,75000,Annual,16325
273063,DEPARTMENT OF SANITATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,42856,62779,Annual,19923
272713,DEPARTMENT OF BUSINESS SERV.,1,ADMIN CONTRACT SPECIALIST (PYR,60435,161497,Annual,101062
272725,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,70000,95000,Annual,25000
273120,DEPT OF PARKS & RECREATION,1,COMMUNITY COORDINATOR,70000,75000,Annual,5000
272745,DEPT OF INFO TECH & TELECOMM,2,IT SECURITY SPECIALIST,75000,100000,Annual,25000
272747,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,63345,Annual,13118
273297,DEPT OF CITYWIDE ADMIN SVCS,1,PRINCIPAL ADMINISTRATIVE ASSOC,47951,69703,Annual,21752
273759,DEPARTMENT OF SANITATION,1,CIVIL ENGINEER,74990,104182,Annual,29192
273760,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE PROJECT MANAGER,95000,105000,Annual,10000
273776,DEPT OF DESIGN & CONSTRUCTION,1,PRINCIPAL ADMINISTRATIVE ASSOC,47951,69703,Annual,21752
273337,DEPARTMENT OF FINANCE,1,COMPUTER PROGRAMMER ANALYST,47692,54846,Annual,7154
273332,POLICE DEPARTMENT,3,AUTO BODY WORKER,45624,58908,Annual,13284
273601,DEPT OF DESIGN & CONSTRUCTION,3,ASSOCIATE PROJECT MANAGER,69491,101848,Annual,32357
273602,HRA/DEPT OF SOCIAL SERVICES,2,CITY RESEARCH SCIENTIST,70286,83000,Annual,12714
273611,DEPT OF DESIGN & CONSTRUCTION,3,ASSOCIATE PROJECT MANAGER,69491,101848,Annual,32357
273613,DEPT OF DESIGN & CONSTRUCTION,2,ASSOCIATE PROJECT MANAGER,69491,101848,Annual,32357
273339,ADMIN TRIALS AND HEARINGS,1,COMPUTER SYSTEMS MANAGER,110000,110000,Annual,0
273619,DEPT OF DESIGN & CONSTRUCTION,2,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
273347,DEPT OF CITYWIDE ADMIN SVCS,42,CITY SECURITY AIDE,30245,40108,Annual,9863
273707,TAXI & LIMOUSINE COMMISSION,1,COMPUTER SYSTEMS MANAGER,54643,100000,Annual,45357
273486,DEPT. OF HOMELESS SERVICES,1,ADMINISTRATIVE DIRECTOR OF SOC,67060,178873,Annual,111813
273520,TAXI & LIMOUSINE COMMISSION,1,ADMINISTRATIIVE TAXI & LIMOUSI,67060,130000,Annual,62940
273717,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,60000,65000,Annual,5000
273166,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,80000,100000,Annual,20000
273201,DEPARTMENT OF FINANCE,1,ADMINISTRATIVE ACCOUNTANT,67060,108000,Annual,40940
273727,DEPARTMENT OF TRANSPORTATION,1,STRATEGIC INITIATIVE SPECIALIS,51190,93845,Annual,42655
273734,DEPARTMENT OF TRANSPORTATION,1,CONFIDENTIAL STRATEGY PLANNER,55752,93845,Annual,38093
273242,DEPT OF ENVIRONMENT PROTECTION,4,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
273740,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,70000,90000,Annual,20000
273220,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER SPECIALIST (OPERATION,78500,85000,Annual,6500
276376,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,82790,200000,Annual,117210
273742,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,70000,110000,Annual,40000
273748,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,106000,106000,Annual,0
273780,DEPT OF HEALTH/MENTAL HYGIENE,1,ASSOCIATE LABORATORY MICROBIOL,54094,75271,Annual,21177
273957,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE LABORATORY MICROBIOL,65289,86234,Annual,20945
274483,DEPT. OF HOMELESS SERVICES,10,FRAUD INVESTIGATOR,38617,66136,Annual,27519
274408,HRA/DEPT OF SOCIAL SERVICES,1,SOCIAL WORKER,47549,67604,Annual,20055
274064,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
273822,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY RESEARCH SCIENTIST,90084,130939,Annual,40855
274504,DEPT OF ENVIRONMENT PROTECTION,3,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
274071,DEPARTMENT OF INVESTIGATION,1,ADMINISTRATIVE PUBLIC INFORMAT,75338,190000,Annual,114662
274076,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE PROCUREMENT ANA,58955,137203,Annual,78248
274077,CONFLICTS OF INTEREST BOARD,1,EXECUTIVE AGENCY COUNSEL,150000,180000,Annual,30000
274079,MAYORS OFFICE OF CONTRACT SVCS,1,RESEARCH PROJECTS COOR(MA)-MGR,65000,80000,Annual,15000
273882,DEPARTMENT OF TRANSPORTATION,3,AUTOMOTIVE SERVICE WORKER,32885,38245,Annual,5360
273885,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,110000,120000,Annual,10000
273895,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
274124,DEPT OF ENVIRONMENT PROTECTION,3,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
274540,DEPT OF ENVIRONMENT PROTECTION,4,ENGINEERING TECHNICIAN,45617,67206,Annual,21589
274131,DEPT OF INFO TECH & TELECOMM,1,COMPUTER ASSOC (OPERATIONS),57223,82030,Annual,24807
274466,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE PROJECT MANAGER,67060,178873,Annual,111813
274574,HOUSING PRESERVATION & DVLPMNT,1,SENIOR ESTIMATOR (GENERAL CONS,63074,82000,Annual,18926
274154,CONSUMER AFFAIRS,4,INSPECTOR (CONSUMER AFFAIRS),39570,45505,Annual,5935
274156,DEPARTMENT OF TRANSPORTATION,1,ASSOCIATE URBAN DESIGNER,69491,101848,Annual,32357
274256,DEPARTMENT OF TRANSPORTATION,1,CITY PLANNER,68229,99672,Annual,31443
273935,DEPARTMENT OF TRANSPORTATION,15,DECKHAND,46412,53374,Annual,6962
274298,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),85823,105000,Annual,19177
274320,DEPT OF YOUTH & COMM DEV SRVS,1,COMPUTER SYSTEMS MANAGER,60435,125000,Annual,64565
274334,DEPT OF HEALTH/MENTAL HYGIENE,1,COMPUTER SYSTEMS MANAGER,100000,115000,Annual,15000
273941,DEPARTMENT OF PROBATION,2,SENIOR MENTAL HEALTH WORKER,33121,44422,Annual,11301
275109,HOUSING PRESERVATION & DVLPMNT,2,CONSTRUCTION PROJECT MANAGER,53134,75500,Annual,22366
275127,DEPARTMENT OF SANITATION,1,PROCUREMENT ANALYST,37411,63456,Annual,26045
274537,DEPT OF INFO TECH & TELECOMM,1,ADM MANAGER-NON-MGRL FRM M1/M2,49748,110000,Annual,60252
274538,DEPARTMENT OF TRANSPORTATION,1,EXECUTIVE AGENCY COUNSEL,67060,178873,Annual,111813
274768,HUMAN RIGHTS COMMISSION,8,HUMAN RIGHTS SPECIALIST (COMM,45959,72950,Annual,26991
274539,DEPT OF ENVIRONMENT PROTECTION,2,LANDSCAPE ARCHITECT INTERN,47860,57958,Annual,10098
274553,DEPARTMENT OF TRANSPORTATION,1,COMPUTER ASSOC (SOFTWARE),61995,85943,Annual,23948
274845,DEPT OF ENVIRONMENT PROTECTION,1,ADM ENGINEER (NON MGRL),90000,105000,Annual,15000
274559,DEPARTMENT OF SANITATION,1,COMPUTER SPECIALIST (SOFTWARE),76288,95077,Annual,18789
274821,DEPT OF HEALTH/MENTAL HYGIENE,1,SUPERVISOR OF MOTOR TRANSPORT,47581,53766,Annual,6185
274560,DEPARTMENT OF TRANSPORTATION,1,AGENCY ATTORNEY,66326,99394,Annual,33068
274562,DEPARTMENT OF TRANSPORTATION,1,AGENCY ATTORNEY,73938,109153,Annual,35215
274826,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PROJECT MANAGER,83887,113725,Annual,29838
274579,DEPT OF ENVIRONMENT PROTECTION,10,SUPERVISOR (WATER & SEWER SYST,58786,89729,Annual,30943
274580,HOUSING PRESERVATION & DVLPMNT,1,ASSISTANT CIVIL ENGINEER,53134,74114,Annual,20980
274831,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,55373,65373,Annual,10000
274581,FINANCIAL INFO SVCS AGENCY,1,IT PROJECT SPECIALIST,75000,95000,Annual,20000
274615,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,41996,60000,Annual,18004
274644,HUMAN RIGHTS COMMISSION,8,HUMAN RIGHTS SPECIALIST (COMM,45959,72950,Annual,26991
274881,HUMAN RIGHTS COMMISSION,1,DEP COMMISSIONER FOR COMMUNITY,67060,178873,Annual,111813
274983,CONSUMER AFFAIRS,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
274676,HUMAN RIGHTS COMMISSION,1,EXECUTIVE DIRECTOR,54643,150371,Annual,95728
274691,DEPT OF YOUTH & COMM DEV SRVS,1,COMPUTER SYSTEMS MANAGER,60435,161497,Annual,101062
274999,CIVILIAN COMPLAINT REVIEW BD,1,EXECUTIVE PROGRAM SPECIALIST (,80000,115000,Annual,35000
274415,OFFICE OF THE COMPTROLLER,1,COMPUTER SYSTEMS MANAGER,100000,125000,Annual,25000
275044,TAXI & LIMOUSINE COMMISSION,1,EXECUTIVE AGENCY COUNSEL,100000,130000,Annual,30000
274437,FINANCIAL INFO SVCS AGENCY,2,COMPUTER ASSOC (OPERATIONS),47692,69493,Annual,21801
275089,DEPT OF INFO TECH & TELECOMM,1,COMPUTER ASSOC (TECH SUPP),46405,53366,Annual,6961
275096,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),80000,90000,Annual,10000
275130,DEPT OF ENVIRONMENT PROTECTION,1,CLERICAL ASSOCIATE,37251,58478,Annual,21227
275131,CONSUMER AFFAIRS,1,AGENCY ATTORNEY,66326,76275,Annual,9949
276405,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,82790,200000,Annual,117210
275797,HOUSING PRESERVATION & DVLPMNT,1,ADMINISTRATIVE LABOR RELATIONS,80000,110000,Annual,30000
275668,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
275679,DEPT OF ENVIRONMENT PROTECTION,1,ENGINEERING TECHNICIAN,36239,47016,Annual,10777
275149,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER SYSTEMS MANAGER,102000,112000,Annual,10000
275188,HOUSING PRESERVATION & DVLPMNT,1,ASSOCIATE HOUSING DEVELOPMENT,69491,77539,Annual,8048
275687,DEPARTMENT OF CITY PLANNING,1,CITY PLANNER,68229,85000,Annual,16771
275193,DEPT OF ENVIRONMENT PROTECTION,1,CLERICAL ASSOCIATE,42839,55000,Annual,12161
275715,DEPT OF ENVIRONMENT PROTECTION,2,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
275756,TAXI & LIMOUSINE COMMISSION,1,COMPUTER SYSTEMS MANAGER,90000,100000,Annual,10000
275359,DEPT OF ENVIRONMENT PROTECTION,1,AGENCY ATTORNEY,66326,92000,Annual,25674
281011,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,54643,140000,Annual,85357
275397,DEPT OF ENVIRONMENT PROTECTION,2,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
275763,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE PROCUREMENT ANA,70000,80000,Annual,10000
275770,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE PROCUREMENT ANA,70000,80000,Annual,10000
275773,OFFICE OF THE COMPTROLLER,2,ADMINISTRATIVE PROCUREMENT ANA,60000,72000,Annual,12000
275583,DEPT OF PARKS & RECREATION,1,SENIOR ESTIMATOR (GENERAL CONS,72000,79000,Annual,7000
275606,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE STAFF ANALYST (,65107,173663,Annual,108556
275785,LAW DEPARTMENT,1,PARALEGAL AIDE,40212,56272,Annual,16060
275884,DEPT. OF HOMELESS SERVICES,2,SOCIAL WORKER,47549,67604,Annual,20055
275896,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
275897,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
276013,DEPARTMENT OF TRANSPORTATION,1,CIVIL ENGINEER,63074,91347,Annual,28273
276014,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
276321,DEPARTMENT OF TRANSPORTATION,1,ASSOCIATE PROJECT MANAGER,69491,101848,Annual,32357
276333,HRA/DEPT OF SOCIAL SERVICES,10,COMMUNITY ASSOCIATE,35683,52983,Annual,17300
276335,HRA/DEPT OF SOCIAL SERVICES,2,COMMUNITY COORDINATOR,50362,63345,Annual,12983
276336,DEPARTMENT OF TRANSPORTATION,2,COMMUNITY COORDINATOR,50362,78177,Annual,27815
276022,ADMIN FOR CHILDREN'S SVCS,1,CLERICAL ASSOCIATE,33875,46495,Annual,12620
276025,DEPT OF HEALTH/MENTAL HYGIENE,2,FORENSIC MORTUARY TECHNICIAN,38930,38930,Annual,0
276046,HRA/DEPT OF SOCIAL SERVICES,1,CONSTRUCTION PROJECT MANAGER,63074,91347,Annual,28273
276051,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,56033,84435,Annual,28402
276056,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,56033,84435,Annual,28402
275919,FIRE DEPARTMENT,1,COMPUTER ASSOC (OPERATIONS),57223,85259,Annual,28036
276072,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,56033,84435,Annual,28402
276085,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST,56458,72310,Annual,15852
275925,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),76288,95077,Annual,18789
275946,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
276133,DEPT OF ENVIRONMENT PROTECTION,2,ENVIRONMENTAL ENGINEERING INTE,52000,52000,Annual,0
276135,DEPT OF ENVIRONMENT PROTECTION,1,ENVIRONMENTAL ENGINEERING INTE,52000,52000,Annual,0
276202,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE STAFF ANALYST (,58675,156793,Annual,98118
276204,DEPT OF HEALTH/MENTAL HYGIENE,1,PUBLIC HEALTH EMERGENCY PREPAR,45250,74500,Annual,29250
275957,DEPARTMENT OF TRANSPORTATION,1,CITY PLANNER,68229,99672,Annual,31443
276247,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY PREPAREDNESS SPECIAL,62000,62000,Annual,0
276252,DEPT OF ENVIRONMENT PROTECTION,3,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
276256,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
276258,DEPT OF HEALTH/MENTAL HYGIENE,5,CRIMINALIST,76516,76516,Annual,0
276007,LAW DEPARTMENT,20,PARALEGAL AIDE,40212,56272,Annual,16060
276261,DEPT OF HEALTH/MENTAL HYGIENE,10,CRIMINALIST,76516,76516,Annual,0
275844,DEPT. OF HOMELESS SERVICES,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
276262,DEPARTMENT FOR THE AGING,1,COMMUNITY COORDINATOR,60000,65000,Annual,5000
276264,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,75338,194395,Annual,119057
276347,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,82790,200000,Annual,117210
276267,DEPARTMENT FOR THE AGING,1,PROGRAM OFFICER (DEPT FOR THE,52917,76413,Annual,23496
276268,DEPARTMENT FOR THE AGING,1,PROGRAM OFFICER (DEPT FOR THE,52917,76413,Annual,23496
275846,DEPT OF DESIGN & CONSTRUCTION,3,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
276278,HOUSING PRESERVATION & DVLPMNT,1,EXECUTIVE AGENCY COUNSEL,80000,110000,Annual,30000
276306,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,54643,92627,Annual,37984
275858,DEPT. OF HOMELESS SERVICES,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
275861,LAW DEPARTMENT,15,STUDENT LEGAL SPECIALIST,36270,41710,Annual,5440
276311,DEPT OF ENVIRONMENT PROTECTION,1,COMPUTER ASSOC (OPERATIONS),47692,69493,Annual,21801
275870,FIRE DEPARTMENT,2,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
276618,DEPT OF YOUTH & COMM DEV SRVS,1,ADMINISTRATIVE STAFF ANALYST (,75338,100000,Annual,24662
276370,HRA/DEPT OF SOCIAL SERVICES,1,PUBLIC HEALTH EDUCATOR,48447,54745,Annual,6298
276371,LAW DEPARTMENT,2,ASSISTANT CORPORATION COUNSEL,70959,143046,Annual,72087
276626,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,41996,60223,Annual,18227
276627,DISTRICT ATTORNEY RICHMOND COU,1,ASSISTANT DISTRICT ATTORNEY (S,72000,90000,Annual,18000
276375,TAXI & LIMOUSINE COMMISSION,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
276643,DISTRICT ATTORNEY RICHMOND COU,2,ASSISTANT DISTRICT ATTORNEY (S,67500,73500,Annual,6000
276648,LAW DEPARTMENT,1,CLERICAL ASSOCIATE,33875,54879,Annual,21004
276649,DEPT OF INFO TECH & TELECOMM,3,IT SECURITY SPECIALIST,75000,110000,Annual,35000
276652,DEPT OF INFO TECH & TELECOMM,2,COMPUTER SYSTEMS MANAGER,67060,175000,Annual,107940
276442,ADMIN FOR CHILDREN'S SVCS,1,PRINCIPAL ADMINISTRATIVE ASSOC,47951,69703,Annual,21752
276446,DISTRICT ATTORNEY RICHMOND COU,1,ASSISTANT DISTRICT ATTORNEY (S,120000,150000,Annual,30000
276457,HOUSING PRESERVATION & DVLPMNT,1,COMMUNITY COORDINATOR,57916,65000,Annual,7084
276678,DEPT OF ENVIRONMENT PROTECTION,2,WATERSHED MAINTAINER,38197,55870,Annual,17673
276679,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST,56458,72310,Annual,15852
276478,TAXI & LIMOUSINE COMMISSION,1,CLERICAL ASSOCIATE,33875,54879,Annual,21004
276680,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST,56458,72310,Annual,15852
276684,DEPT OF ENVIRONMENT PROTECTION,1,CITY PLANNER,60702,89359,Annual,28657
276504,DEPT OF HEALTH/MENTAL HYGIENE,2,CRIMINALIST,88287,88287,Annual,0
276700,FIRE DEPARTMENT,2,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
276702,DEPARTMENT OF CITY PLANNING,1,CITY PLANNER,52000,62000,Annual,10000
277063,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
276715,FIRE DEPARTMENT,2,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
276736,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,78630,103332,Annual,24702
276540,OFFICE OF THE COMPTROLLER,1,BUSINESS PROMOTION COORDINATOR,65000,80000,Annual,15000
276543,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE BUSINESS PROMOT,90000,120000,Annual,30000
276549,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,67060,160000,Annual,92940
276763,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
276594,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SPECIALIST (OPERATION,71330,108100,Annual,36770
277107,DEPT OF DESIGN & CONSTRUCTION,2,COMPUTER SERVICE TECHNICIAN (C,38157,49394,Annual,11237
277318,HOUSING PRESERVATION & DVLPMNT,1,ASSOCIATE HOUSING DEVELOPMENT,85000,100000,Annual,15000
277319,DEPARTMENT OF TRANSPORTATION,1,INVESTIGATOR (EMPLOYEE DISCIPL,39381,60223,Annual,20842
277129,FIRE DEPARTMENT,4,AUTOMOTIVE SERVICE WORKER,38509,49034,Annual,10525
277182,OFF OF PAYROLL ADMINISTRATION,1,ADMINISTRATIVE STAFF ANALYST (,70213,125000,Annual,54787
277324,DEPT OF ENVIRONMENT PROTECTION,3,ASSOCIATE PROJECT MANAGER,83887,113725,Annual,29838
277347,HRA/DEPT OF SOCIAL SERVICES,1,SUPERVISOR I SOCIAL WORK,52917,76413,Annual,23496
277352,DEPARTMENT OF BUILDINGS,30,INSPECTOR (CONSTRUCTION),49862,61800,Annual,11938
276874,DEPT OF HEALTH/MENTAL HYGIENE,1,CRIMINALIST,48277,48277,Annual,0
276881,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEER,63074,91347,Annual,28273
277190,CONSUMER AFFAIRS,1,CITY RESEARCH SCIENTIST,78630,100000,Annual,21370
277204,FINANCIAL INFO SVCS AGENCY,1,ADMINISTRATIVE STAFF ANALYST (,89283,180000,Annual,90717
276889,DEPT OF ENVIRONMENT PROTECTION,3,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
276892,DEPARTMENT OF TRANSPORTATION,1,CLERICAL ASSOCIATE,33875,54879,Annual,21004
277218,CONSUMER AFFAIRS,1,EXECUTIVE AGENCY COUNSEL,75338,113300,Annual,37962
276932,DEPT OF YOUTH & COMM DEV SRVS,1,ADMINISTRATIVE COMMUNITY RELAT,75338,194395,Annual,119057
276945,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
276958,DEPT OF YOUTH & COMM DEV SRVS,1,COMPUTER SYSTEMS MANAGER,91070,215942,Annual,124872
276966,FIRE DEPARTMENT,1,PUBLIC RECORDS OFFICER,41045,58972,Annual,17927
276967,TAXI & LIMOUSINE COMMISSION,1,CERT IT ADMINISTRATOR (DB),76288,87731,Annual,11443
276982,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
276987,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT ELECTRICAL ENGINEER,53134,79726,Annual,26592
276838,DEPT OF ENVIRONMENT PROTECTION,1,CIVIL ENGINEER,74990,104182,Annual,29192
277021,DEPARTMENT OF TRANSPORTATION,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
277264,LAW DEPARTMENT,1,IT SECURITY SPECIALIST,75000,180000,Annual,105000
277282,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE STAFF ANALYST (,58675,156793,Annual,98118
277036,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
277285,DEPT OF DESIGN & CONSTRUCTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
277286,DEPT OF DESIGN & CONSTRUCTION,1,ADM MANAGER-NON-MGRL FRM M1/M2,49748,145991,Annual,96243
276840,DEPT OF ENVIRONMENT PROTECTION,2,MECHANICAL ENGINEER,74990,104182,Annual,29192
277369,TAXI & LIMOUSINE COMMISSION,1,CLERICAL ASSOCIATE,33875,43800,Annual,9925
277306,DEPARTMENT OF BUSINESS SERV.,1,CONTRACT REVIEWER (OFFICE OF L,45455,70193,Annual,24738
276849,HRA/DEPT OF SOCIAL SERVICES,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
277366,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,50227,58000,Annual,7773
277316,DEPARTMENT OF TRANSPORTATION,1,AGENCY ATTORNEY,58716,89638,Annual,30922
277372,DEPT OF ENVIRONMENT PROTECTION,1,PROJECT MANAGER INTERN#,47974,55170,Annual,7196
277687,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),77500,87500,Annual,10000
277696,NYC HOUSING AUTHORITY,1,HOUSING MANAGER (HA),54681,84588,Annual,29907
277704,NYC HOUSING AUTHORITY,1,INTERPRETER/TRANSLATOR,49900,55900,Annual,6000
277744,DEPT OF ENVIRONMENT PROTECTION,1,CLERICAL ASSOCIATE,33875,54879,Annual,21004
